card_id,local_id,card_name,set_name,set_id,category,rarity,hp,types,stage,description,illustrator,image_url,image_filename,variants,attacks,weaknesses,retreat_cost,boosters,legal,source,updated
A3-081,081,Sandygast,Celestial Guardians,A3,Pokemon,One Diamond,80,Psychic,Basic,"If it loses its shovel, it will stick something else—like a branch—in its head to make do until it finds another shovel.",Akira Komayama,https://assets.tcgdex.net/en/tcgp/A3/081,A3_081.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Vibration"", ""damage"": 30}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-082,082,Palossand,Celestial Guardians,A3,Pokemon,Three Diamond,130,Psychic,Stage1,"The terrifying Palossand drags smaller Pokémon into its sandy body. Once its victims are trapped, it drains them of their vitality whenever it pleases.",OOYAMA,https://assets.tcgdex.net/en/tcgp/A3/082,A3_082.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Spooky Shot"", ""damage"": 70}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-083,083,Mimikyu,Celestial Guardians,A3,Pokemon,One Diamond,70,Psychic,Basic,There was a scientist who peeked under Mimikyu's old rag in the name of research. The scientist died of a mysterious disease.,HYOGONOSUKE,https://assets.tcgdex.net/en/tcgp/A3/083,A3_083.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Colorless""], ""name"": ""Shadow Hit"", ""effect"": ""This attack also does 20 damage to 1 of your Pok\u00e9mon."", ""damage"": 60}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-084,084,Tapu Lele,Celestial Guardians,A3,Pokemon,Three Diamond,90,Psychic,Basic,It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala.,Misa Tsutsui,https://assets.tcgdex.net/en/tcgp/A3/084,A3_084.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic""], ""name"": ""Energy Arrow"", ""effect"": ""This attack does 20 damage to 1 of your opponent's Pok\u00e9mon for each Energy attached to that Pok\u00e9mon.""}]","[{""type"": ""Metal"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-085,085,Cosmog,Celestial Guardians,A3,Pokemon,One Diamond,60,Psychic,Basic,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn't seem to care.",sui,https://assets.tcgdex.net/en/tcgp/A3/085,A3_085.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Teleport"", ""effect"": ""Switch this Pok\u00e9mon with 1 of your Benched Pok\u00e9mon.""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-086,086,Cosmoem,Celestial Guardians,A3,Pokemon,Two Diamond,100,Psychic,Stage1,"The king who ruled Alola in times of antiquity called it
the “cocoon of the stars” and built an altar to worship it.",Aya Kusube,https://assets.tcgdex.net/en/tcgp/A3/086,A3_086.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Stiffen"", ""effect"": ""During your opponent's next turn, this Pok\u00e9mon takes \u221250 damage from attacks.""}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-087,087,Lunala ex,Celestial Guardians,A3,Pokemon,Four Diamond,180,Psychic,Stage2,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A3/087,A3_087.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Lunar Blast"", ""damage"": 100}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-088,088,Necrozma,Celestial Guardians,A3,Pokemon,Three Diamond,120,Psychic,Basic,"It looks somehow pained as it rages around in search of light, which serves as its energy. It's apparently from another world.",Masakazu Fukuda,https://assets.tcgdex.net/en/tcgp/A3/088,A3_088.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Psychic"", ""Psychic"", ""Colorless"", ""Colorless""], ""name"": ""Prismatic Laser"", ""effect"": ""During your next turn, this Pok\u00e9mon can't attack."", ""damage"": 120}]","[{""type"": ""Darkness"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-089,089,Cubone,Celestial Guardians,A3,Pokemon,One Diamond,60,Fighting,Basic,"When the memory of its departed mother brings it to tears, its cries echo mournfully within the skull it wears on its head.",kawayoo,https://assets.tcgdex.net/en/tcgp/A3/089,A3_089.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless"", ""Colorless""], ""name"": ""Beat"", ""damage"": 30}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-090,090,Makuhita,Celestial Guardians,A3,Pokemon,One Diamond,70,Fighting,Basic,It grows stronger by enduring harsh training. It is a gutsy Pokémon that can withstand any attack.,Mina Nakai,https://assets.tcgdex.net/en/tcgp/A3/090,A3_090.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Slap Push"", ""damage"": 20}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-091,091,Hariyama,Celestial Guardians,A3,Pokemon,Two Diamond,120,Fighting,Stage1,It loves challenging others to tests of strength. It has the power to stop a train with a slap.,Miki Tanaka,https://assets.tcgdex.net/en/tcgp/A3/091,A3_091.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Colorless""], ""name"": ""Push Out"", ""effect"": ""Switch out your opponent's Active Pok\u00e9mon to the Bench. (Your opponent chooses the new Active Pok\u00e9mon.)"", ""damage"": 50}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-092,092,Solrock,Celestial Guardians,A3,Pokemon,One Diamond,90,Fighting,Basic,"When it rotates itself, it gives off light similar to the sun, thus blinding its foes.",Kyoko Umemoto,https://assets.tcgdex.net/en/tcgp/A3/092,A3_092.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting""], ""name"": ""Solar Beam"", ""damage"": 60}]","[{""type"": ""Grass"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-093,093,Drilbur,Celestial Guardians,A3,Pokemon,One Diamond,60,Fighting,Basic,It brings its claws together and whirls around at high speed before rushing toward its prey.,Tomokazu Komiya,https://assets.tcgdex.net/en/tcgp/A3/093,A3_093.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Scratch"", ""damage"": 10}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-094,094,Timburr,Celestial Guardians,A3,Pokemon,One Diamond,60,Fighting,Basic,"It loves helping out with construction projects. It loves it so much that if rain causes work to halt, it swings its log around and throws a tantrum.",Mizue,https://assets.tcgdex.net/en/tcgp/A3/094,A3_094.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Corkscrew Punch"", ""damage"": 20}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-095,095,Gurdurr,Celestial Guardians,A3,Pokemon,Two Diamond,90,Fighting,Stage1,"It shows off its muscles to Machoke and other Gurdurr. If it fails to measure up to the other Pokémon, it lies low for a little while.",Naoki Saito,https://assets.tcgdex.net/en/tcgp/A3/095,A3_095.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Colorless""], ""name"": ""Strength"", ""damage"": 40}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-096,096,Conkeldurr,Celestial Guardians,A3,Pokemon,Three Diamond,150,Fighting,Stage2,"Concrete mixed by Conkeldurr is much more durable than normal concrete, even when the compositions of the two materials are the same.",kawayoo,https://assets.tcgdex.net/en/tcgp/A3/096,A3_096.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Colorless"", ""Colorless""], ""name"": ""Mega Punch"", ""damage"": 80}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-097,097,Crabrawler,Celestial Guardians,A3,Pokemon,One Diamond,70,Fighting,Basic,"This Pokémon punches trees and eats the berries that drop down, training itself and getting food at the same time.",kirisAki,https://assets.tcgdex.net/en/tcgp/A3/097,A3_097.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Colorless""], ""name"": ""Punch"", ""damage"": 20}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-098,098,Rockruff,Celestial Guardians,A3,Pokemon,One Diamond,60,Fighting,Basic,"This Pokémon is very friendly when it's young. Its disposition becomes vicious once it matures, but it never forgets the kindness of its master.",Oswaldo KATO,https://assets.tcgdex.net/en/tcgp/A3/098,A3_098.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Signs of Evolution"", ""effect"": ""Put a random card that evolves from Rockruff from your deck into your hand.""}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-099,099,Rockruff,Celestial Guardians,A3,Pokemon,One Diamond,60,Fighting,Basic,"This Pokémon is very friendly when it's young. Its disposition becomes vicious once it matures, but it never forgets the kindness of its master.",Oswaldo KATO,https://assets.tcgdex.net/en/tcgp/A3/099,A3_099.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting""], ""name"": ""Tackle"", ""damage"": 20}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-100,100,Lycanroc,Celestial Guardians,A3,Pokemon,Three Diamond,100,Fighting,Stage1,Lycanroc attacks its prey with its sharp claws and fangs. It loyally obeys the instructions of a Trainer it trusts.,Atsushi Furusawa,https://assets.tcgdex.net/en/tcgp/A3/100,A3_100.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting"", ""Colorless""], ""name"": ""Crunch"", ""effect"": ""Flip a coin. If heads, discard a random Energy from your opponent's Active Pok\u00e9mon."", ""damage"": 80}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-101,101,Lycanroc,Celestial Guardians,A3,Pokemon,Three Diamond,100,Fighting,Stage1,This Pokémon uses its rocky mane to slash any who approach. It will even disobey its Trainer if it dislikes the orders it was given.,5ban Graphics,https://assets.tcgdex.net/en/tcgp/A3/101,A3_101.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting""], ""name"": ""Blood Fang"", ""effect"": ""If your opponent's Active Pok\u00e9mon has more remaining HP than this Pok\u00e9mon, this attack does 50 more damage."", ""damage"": ""50+""}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-102,102,Mudbray,Celestial Guardians,A3,Pokemon,One Diamond,80,Fighting,Basic,This Pokémon covers itself in mud that it has regurgitated. The mud won't dry out even if it's exposed to the sun for a long time.,Saya Tsuruta,https://assets.tcgdex.net/en/tcgp/A3/102,A3_102.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Colorless""], ""name"": ""Rear Kick"", ""damage"": 30}]","[{""type"": ""Grass"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-103,103,Mudsdale,Celestial Guardians,A3,Pokemon,Two Diamond,140,Fighting,Stage1,This Pokémon has been treasured not just for its physical labor but also because it produces high-quality mud used for making pottery.,Takeshi Nakamura,https://assets.tcgdex.net/en/tcgp/A3/103,A3_103.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting"", ""Fighting"", ""Colorless""], ""name"": ""High Horsepower"", ""effect"": ""This Pok\u00e9mon also does 40 damage to itself."", ""damage"": 140}]","[{""type"": ""Grass"", ""value"": ""+20""}]",4,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-104,104,Passimian ex,Celestial Guardians,A3,Pokemon,Four Diamond,130,Fighting,Basic,,PLANETA Tsuji,https://assets.tcgdex.net/en/tcgp/A3/104,A3_104.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Colorless""], ""name"": ""Seismic Toss"", ""damage"": 60}]","[{""type"": ""Psychic"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-105,105,Minior,Celestial Guardians,A3,Pokemon,Two Diamond,80,Fighting,Basic,"Places where Minior fall from the night sky are few and far between, with Alola being one of the precious few.",Amelicart,https://assets.tcgdex.net/en/tcgp/A3/105,A3_105.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Fighting"", ""Fighting""], ""name"": ""Star Drop"", ""effect"": ""This attack does 40 damage to 1 of your opponent's Pok\u00e9mon.""}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-106,106,Alolan Rattata,Celestial Guardians,A3,Pokemon,One Diamond,50,Darkness,Basic,"It shows no interest in anything that isn't fresh. If you take it shopping with you, it will help you pick out ingredients.",nagimiso,https://assets.tcgdex.net/en/tcgp/A3/106,A3_106.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Bite"", ""damage"": 20}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-107,107,Alolan Raticate,Celestial Guardians,A3,Pokemon,Two Diamond,110,Darkness,Stage1,"It has an incredibly greedy personality. Its nest is filled with so much food gathered by Rattata at its direction, it can't possibly eat it all.",nagimiso,https://assets.tcgdex.net/en/tcgp/A3/107,A3_107.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness"", ""Darkness""], ""name"": ""Scrounge-and-Scarf"", ""effect"": ""Discard a random Item card from your opponent's hand."", ""damage"": 50}]","[{""type"": ""Grass"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-108,108,Alolan Meowth,Celestial Guardians,A3,Pokemon,One Diamond,60,Darkness,Basic,"It's accustomed to luxury because it used to live with Alolan royalty. As a result, it's very picky about food.",sui,https://assets.tcgdex.net/en/tcgp/A3/108,A3_108.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Scratch"", ""damage"": 20}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-109,109,Alolan Persian,Celestial Guardians,A3,Pokemon,Three Diamond,100,Darkness,Stage1,"The round face of Alolan Persian is considered to be a symbol of prosperity in the Alola region, so these Pokémon are very well cared for.",kirisAki,https://assets.tcgdex.net/en/tcgp/A3/109,A3_109.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness"", ""Colorless""], ""name"": ""Claw Slash"", ""damage"": 50}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-110,110,Alolan Grimer,Celestial Guardians,A3,Pokemon,One Diamond,70,Darkness,Basic,There are a hundred or so of them living in Alola's waste-disposal site. They're all hard workers who eat a lot of trash.,Akira Komayama,https://assets.tcgdex.net/en/tcgp/A3/110,A3_110.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness"", ""Colorless""], ""name"": ""Sludge Toss"", ""damage"": 30}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-111,111,Alolan Muk ex,Celestial Guardians,A3,Pokemon,Four Diamond,160,Darkness,Stage1,,PLANETA CG Works,https://assets.tcgdex.net/en/tcgp/A3/111,A3_111.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness"", ""Darkness"", ""Colorless""], ""name"": ""Chemical Panic"", ""effect"": ""1 Special Condition from among Asleep, Burned, Confused, Paralyzed, and Poisoned is chosen at random, and your opponent's Active Pok\u00e9mon is now affected by that Special Condition. Any Special Conditions already affecting that Pok\u00e9mon will not be chosen."", ""damage"": 80}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-112,112,Absol,Celestial Guardians,A3,Pokemon,Three Diamond,80,Darkness,Basic,"Swift as the wind, Absol races through fields and mountains. Its curved, bow-like horn is acutely sensitive to the warning signs of natural disasters.",Anesaki Dynamic,https://assets.tcgdex.net/en/tcgp/A3/112,A3_112.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness"", ""Colorless""], ""name"": ""Unseen Claw"", ""effect"": ""If your opponent's Active Pok\u00e9mon is affected by a Special Condition, this attack does 60 more damage."", ""damage"": ""20+""}]","[{""type"": ""Grass"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-113,113,Trubbish,Celestial Guardians,A3,Pokemon,One Diamond,60,Darkness,Basic,"Its favorite places are unsanitary ones. If you leave trash lying around, you could even find one of these Pokémon living in your room.",Tomokazu Komiya,https://assets.tcgdex.net/en/tcgp/A3/113,A3_113.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Pound"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-114,114,Garbodor,Celestial Guardians,A3,Pokemon,Two Diamond,120,Darkness,Stage1,"This Pokémon eats trash, which turns into poison inside its body. The main component of the poison depends on what sort of trash was eaten.",match,https://assets.tcgdex.net/en/tcgp/A3/114,A3_114.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness"", ""Darkness"", ""Colorless""], ""name"": ""Super Poison Breath"", ""effect"": ""Your opponent's Active Pok\u00e9mon is now Poisoned."", ""damage"": 70}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",3,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-115,115,Mareanie,Celestial Guardians,A3,Pokemon,One Diamond,70,Darkness,Basic,This Pokémon wanders the seaside looking for food. It often gets electric shocks from broken Pincurchin spines that it tries to eat.,Saya Tsuruta,https://assets.tcgdex.net/en/tcgp/A3/115,A3_115.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Pierce"", ""damage"": 20}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-116,116,Toxapex,Celestial Guardians,A3,Pokemon,One Diamond,110,Darkness,Stage1,This Pokémon lives within a dome made by its own legs. Toxapex monitors its surroundings by sensing the flow of the tide through its spikes.,chibi,https://assets.tcgdex.net/en/tcgp/A3/116,A3_116.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Darkness""], ""name"": ""Spike Cannon"", ""effect"": ""Flip 4 coins. This attack does 20 damage for each heads."", ""damage"": ""20x""}]","[{""type"": ""Fighting"", ""value"": ""+20""}]",2,"[{""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
A3-117,117,Alolan Diglett,Celestial Guardians,A3,Pokemon,One Diamond,50,Metal,Basic,The metal-rich geology of this Pokémon's habitat caused it to develop steel whiskers on its head.,Naoyo Kimura,https://assets.tcgdex.net/en/tcgp/A3/117,A3_117.jpg,"{""firstEdition"": false, ""holo"": true, ""normal"": true, ""reverse"": true, ""wPromo"": false}","[{""cost"": [""Metal""], ""name"": ""Headbutt"", ""damage"": 20}]","[{""type"": ""Fire"", ""value"": ""+20""}]",1,"[{""id"": ""boo_A3-solgaleo"", ""name"": ""Solgaleo""}, {""id"": ""boo_A3-lunala"", ""name"": ""Lunala""}]","{""standard"": false, ""expanded"": false}",tcgdx_pocket_api,2025-05-18T00:53:26+02:00
